Stock,Author,Title,AskingPrice,Notes,Active,Catalog #1,Catalog #2,Cost,Binding,BookType,Inscription,Publisher,Edition,Book Cond,Jckt Cond,ISBN,PubLoc,PubYr,PrivateComment,Amazon,Price,,,,,
1195,"Connelly, Michael",Angels Flight,17.24,"UK 1/1HB, Orion 1999. Signed by Author to title page. VG/VG, light wear to edges.",Y,1,,1,Hard Cover,,Signed by Author,Orion,First Edition,VG,VG,0752821377,UK,1999,,D,,,,,,
1227,"Connelly, Michael",Trunk Music,72.24,"UK Uncorrected proof, Orion 1997. VG condition in original glossy card covers as issued. Light wear, small stamp to inside rear cover.",Y,1,,4.99,Trade Paperback,Proof,,Orion,First Edition,VG,No Jacket,0752807005,UK,1997,,Y,72.24,,,,,
1251,"Connelly, Michael",A darkness more than night,10,"UK 1/1 HB, Orion 2001. VG/VG. Wear to DJ edges and handling wear generally.",Y,1,,0.99,Hard Cover,,,Orion,First Edition,VG,VG,0752821393,UK,2001,,N,,,,,,
1310,"Connelly, Michael",The Poet,42.24,"UK Uncorrected proof copy. Limited Edition no 445 of 550. Orion 1996. Signed by Michael Connelly to title page. Trade paperback format as issued with card covers. Nr Fine condition, lightest of wear to edges.",Y,1,,6,Trade Paperback,Proof,Signed by Author,Orion,First Edition,F,No Jacket,0752801147,UK,1996,,Y,42.24,,,,,
1321,"Connelly, Michael",Void Moon,27.24,"1st US HB, Little, Brown 2000. VG/VG. Light shelfwear only. Book featuring untrimmed pages in the US style. Stunning embossed black and silver dust jacket. ",Y,1,,2.5,Hard Cover,,,"Little, Brown",First Edition,VG,VG,316154067,USA,2000,,N,,,,,,
1357,"Connelly, Michael",Void Moon,22.24,"UK 1/1 HB, Orion 2000. Nr F / Nr F, light shelfwear only.",Y,1,,1,Hard Cover,,,Orion,First Edition,Nr F,Nr F,0752821385,UK,2000,,Y,22.24,,,,,
1368,"Connelly, Michael",Blood Work,42.24,"UK Uncorrected Proof, Orion 1998. VG+, single crease to spine and light wear to cover and edges.",Y,1,,3.97,Trade Paperback,Proof,,Orion,First Edition,VG,No Jacket,0752812122,UK,1998,,Y,42.24,,,,,
1369,"Connelly, Michael",Angels Flight,42.24,"UK Uncorrected Proof, Orion 1998. VG+, light wear to cover and edges.",Y,1,,3.97,Trade Paperback,Proof,,Orion,First Edition,VG,No Jacket,0752821377,UK,1998,,Y,42.24,,,,,
1653,"Connelly, Michael",A darkness more than night,17.2,"UK 1/1 HB, Orion 2001. F/VG condition, light shelfwear to DJ edge",Y,1,,1.5,Hard Cover,,,Orion,First Edition,Fine,VG,0752821393,UK,2001,,Y,17.2,,,,,
1381,"Connolly, J J",Layer Cake,27.24,"UK 1/1 PBO, Duck 2000. Nr Fine paperback original with french flaps as issued & just the lightest of wear. Author's debut, subsquently filmed with Daniel Craig",Y,1,,2,Trade Paperback,,,Duck,First Edition,F,No Jacket,0715630180,UK,2000,,Y,27.24,,,,,
742,"Connolly, John",The Black Angel,19.99,"UK 1/1 HB, Hodder & Stoughton, 2005.Signed by Author to title page.VG/VG, light rubbing only. Includes CD of music given out by author on promo tour.",Y,1,,6.39,Hard Cover,,Signed by Author,Hodder & Stoughton,First Edition,VG,VG,0340837659,UK,2005,,n,,,,,,
828,"Connolly, John",The White Road,17.25,"UK 1/1 HB, Hodder & Stoughton 2002. Signed by Author to title page. VG/VG, rubbing to edges and top of spine.",Y,1,,1.5,Hard Cover,,Signed by Author,Hodder & Stoughton,First Edition,VG,VG,0340821183,UK,2002,,Y,17.24,,,,,
963,"Connolly, John",Every Dead Thing,47.24,"UK 1/1 HB, Hodder & Stoughton 1999. Signed by Author to title page. VG/VG condition, very light rubbing & gentle bumping only. Debut novel",Y,1,,6.14,Hard Cover,,Signed by Author,Hodder & Stoughton,First Edition,VG,VG,0340728973,UK,1999,,Y,47.24,,,,,
1039,"Connolly, John",The Unquiet,27.24,"UK 1/1 HB, Hodder & Stoughton 2007. Signed by author to title page & with limited edition cd soundtrack.VG/VG, lightest wear only.",Y,1,,2,Hard Cover,,Signed by Author,Hodder & Stoughton,First Edition,Fine,Fine,9780340920480,UK,2007,,Y,27.24,,,,,
1176,"Connolly, John",The Killing Kind,27.24,"UK 1/1 HB, Hodder & Stoughton 2001. Signed by author to title page. F/F.",Y,1,,3.8,Hard Cover,,Signed by Author,Hodder & Stoughton,First Edition,F,F,0340771208,UK,2001,,N,,,,,,
1203,"Cornwell, Bernard",Sharpe's Siege,97.24,"UK 1/1 HB, Collins 1987. VG/VG. Unpriced DJ indicating intended for export market, widely regarded as true first edition. Light pushing to top & bottom of spine, light wear to edges. Gentle wear to gold lettering on cover, lettering on spine is unmarked &",Y,1,,2,Hard Cover,,,Collins,First Edition,VG,VG,0002214318,UK,1987,,Y,79.24,,,,,
65,"Cornwell, Patricia",Black Notice,32.25,"1st UK HB, Little,Brown, 1999. Signed by Author to title page. VG/VG. Bumped to top of spine, otherwise vg.",Y,1,,0.99,Hard Cover,,Signed by Author,"Little, Brown",First Edition,Very Good,Very Good,316646377,UK,1999,,Y,32.24,,,,,
132,"Cornwell, Patricia",Unnatural Exposure,40,"1st UK HB, Little,Brown 1997. Signed by Author to title page. F/F. ",Y,1,,1.99,Hard Cover,,Signed by Author,"Little, Brown",First Edition,Fine,Fine,316883344,UK,1997,,Y,40,,,,,
233,"Cornwell, Patricia",Southern Cross,32.25,"Uk 1st HB. Little,Brown 1999. Signed by Author to title page. Nr F/F, light handling wear only. ",Y,1,,0.99,Hard Cover,,Signed by Author,"Little, Brown",First Edition,Fine,Fine,316846791,UK,1999,,Y,32.24,,,,,
234,"Cornwell, Patricia",Point of Origin,32.25,"UK 1st Edn HB, Little,Brown, 1998. Signed by Author to title page. Nr F/F. Very light rubbing to edges of Dj.",Y,1,,1,Hard Cover,,Signed by Author,"Little, Brown",First Edition,Fine,Very Good,316644404,UK,1998,,Y,32.24,,,,,
235,"Cornwell, Patricia",Isle of Dogs,32.25,"UK 1st Edn HB, Little Brown, 2001. Signed by Author to title page. F/F",Y,1,,2.99,Hard Cover,,Signed by Author,"Little, Brown",First Edition,Fine,Fine,316858595,UK,2001,,Y,32.24,,,,,
410,"Cornwell, Patricia",From Potter's Field,37.24,"UK 1st HB edition, LittleBrown, 1995. Signed by Author to title page. VG/VG, rubbed edges, dj lightly worn",Y,1,,1.5,Hard Cover,,Signed by Author,"Little, Brown",First Edition,Very Good,Very Good,316914142,UK,1995,,Y,37.24,,,,,
460,"Cornwell, Patricia",Hornet's Nest,37.25,"UK 1st HB edn, Little,Brown 1997. Signed by Author to title page. Nr F/F light handling wear only.",Y,1,,0,Hard Cover,,Signed by Author,Little Brown,First Edition,Fine,Fine,316882534,UK,1997,,Y,37.24,,,,,
1121,"Cornwell, Patricia",At Risk,32.25,"UK 1/1 HB, Little Brown 2006. Signed by Author to title page. Nr F/F, very light wear only.",Y,1,,1.25,Hard Cover,,Signed by Author,Little Brown,First Edition,Fine,Fine,0316732974,UK,2006,,Y,32.24,,,,,
1130,"Cornwell, Patricia",Southern Cross,47.25,"UK Uncorrected Bound Proof , Little Brown 1998. Signed by Author to title page. Fine condition, minor edge wear only.",Y,1,,1.49,Trade Paperback,Proof,Signed by Author,Little Brown,First Edition,Fine,No Jacket,0316846791,UK,1998,,Y,47.24,,,,,
1131,"Cornwell, Patricia",Book of the Dead,47.25,"UK 1/1 HB, Little Brown 2007. Signed by Author to title page. F/F condition",Y,1,,6.49,Hard Cover,,Signed by Author,Little Brown,First Edition,Fine,Fine,9780316724234,UK,2007,,Y,47.24,,,,,
1137,"Cornwell, Patricia",Post-mortem,47.24,"UK 1st thus pb, Futura 1991. Signed by Author to title page. VG+ condition, light wear to edges and light creases to cover.",Y,1,,0,Mass Market Paperback,,,Futura,First Paperback Edition,VG,No Jacket,0708848516,UK,1991,,Y,47.24,,,,,
1164,"Cornwell, Patricia",The Body Farm,37.24,"USA 1/1 HB, Scribners 1994. VG/VG ",Y,1,,1.5,Hard Cover,,,Scribners,First Edition,VG,VG,0684195976,UK,1994,,Y,37.24,,,,,
1165,"Cornwell, Patricia",Cruel and Unusual,42.24,"USA 1/1 HB, Scribners 1993. VG/VG ",Y,1,,3,Hard Cover,,,Scribners,First Edition,VG,VG,0684195305,UK,1993,,Y,42.24,,,,,
1172,"Cornwell, Patricia",Cause of Death,17.24,"UK 1/1 HB, Little Brown 1996. VG+/VG+, light wear to dj only.",Y,1,,2,Hard Cover,,,Little Brown,First Edition,VG,VG,0316878863,UK,1996,,Y,17.24,,,,,
1204,"Cornwell, Patricia",Cruel and Unusual,37.24,"UK 1/1 HB, Little Brown 1993. Nr F/ Nr F, light handling wear only. Bright DJ in protective cover. ",Y,1,,2.5,Hard Cover,,,Little Brown,First Edition,Nr F,Nr F,0316904619,UK,1993,,Y,37.24,,,,,
1469,"Cox, Michael",The meaning of night,47.2,"UK Uncorrected Proof, Jonathan Murray 2006. Fine condition, lightest shelfwear only. Comes with publishers original 88 page sampler booklet in fine condition. Debut novel set in victorian era by author who sadly died in 2009.",Y,1,,5.98,Trade Paperback,Proof,,Jonathan Murray,First Edition,Fine,No Jacket,0719568358,UK,2006,,Y,22.24,,,,,
907,"Crais, Robert",The two minute rule,22.24,"UK Special Trade Promo Reading Copy, Orion 2006. Signed by Author to title page. Fine condition.",Y,1,,0.8,Mass Market Paperback,Proof,Signed by Author,Orion,First Edition,F,No Jacket,075287957x,UK,2006,,Y,22.24,,,,,
1123,"Crais, Robert",Demolition Angel,32.24,"UK Uncorrected Proof, Orion 2000. Signed by Author to title pafe. Fine, lightest of surface wear to rear DJ cover only.",Y,1,,2.5,Trade Paperback,Proof,Signed by Author,Orion,First Edition,F,No Jacket,0752832174,UK,2000,,Y,32.24,,,,,
1296,"Crais, Robert",Chasing Darkness,17.24,"UK 1/1 HB, Orion 2008. Nr F / Nr F, light wear to edges only",Y,1,,2.5,Hard Cover,,,Orion,First Edition,Nr F,Nr F,9780752891590,UK,2008,,Y,17.24,,,,,
1471,"Crais, Robert",The Watchman,22.24,"UK Uncorrected proof copy, Orion 2007. Trade paperback format as issued with publication details to rear cover. Nr Fine condition, light wear to covers only",Y,1,,2,Trade Paperback,Proof,,Orion,First Edition,Nr F,No Jacket,9780752873794,UK,2007,,Y,22.24,,,,,
1474,"Dahlquist, G W",The glass books of the dream eaters,97.24,"UK Limited edition pre-publication ""by invitation only"" edition. Numbered 44 of 100 and named David Sexton. Trade paperback format as issued. VG+ condition, read and lightly worn. Rear bottom corner has 0.5cm knock. Comes with 62 page sampler. Really unus",Y,1,,2.5,Trade Paperback,Proof,,Penguin,First Edition,VG,No Jacket,0670916471,UK,2007,,Y,97.24,,,,,
593,"Deaver, Jeffery",The Blue Nowhere,15,"UK 1st edn HB, Hodder & Stoughton 2001. VG/VG. Light rubbing to edges only. Signed by Author to title page",Y,1,,1,Hard Cover,,Signed by Author,Hodder & Stoughton,First Edition,VG,VG,0340767502,UK,2001,,Y,9.99,,,,,
728,"Deaver, Jeffery",Garden of Beasts,20,"UK 1/1 HB, Hodder & Stoughton 2004. F/F. Signed by Author to title page",Y,1,,3.33,Hard Cover,,Signed by Author,Hodder & Stoughton,First Edition,F,F,0340734531,UK,2004,,D,,,,,,
786,"Deaver, Jeffery",A Maiden's Grave,27.24,"UK 1/1 HB, Hodder & Stoughton 1995. Signed by Author to title page. VG/VG condition.",Y,1,,4.51,Hard Cover,,Signed by Author,Hodder & Stoughton,First Edition,VG,VG,0340653728,UK,1995,,Y,27.24,,,,,
1005,"Deaver, Jeffery",The Blue Nowhere,27.24,"UK Uncorrected Proof, Hodder & Stoughton 2001. Signed by author to title page. Card covers as issued. VG, Light wear to edges.",Y,1,,3.49,Trade Paperback,Proof,Signed by Author,Hodder & Stoughton,First Edition,VG,No Jacket,0340842180,UK,2001,,Y,27.24,,,,,
1036,"Deaver, Jeffery",Garden of Beasts,15,"UK 1/1 HB, Hodder & Stoughton 2004. Signed by Author to title page. VG/VG. Light shelfwear only, some rubbing to silver lettering on cover and spine.",Y,1,,3.79,Hard Cover,,Signed by Author,Hodder & Stoughton,First Edition,VG,VG,0340734531,UK,2004,,D,,,,,,
1115,"Deaver, Jeffery",A Maiden's Grave,27.24,"UK 1/1 HB, Hodder & Stoughton 1995. Signed by Author to title page. VG/VG condition.",Y,1,,2,Hard Cover,,Signed by Author,Hodder & Stoughton,First Edition,VG,VG,0340653728,UK,1995,,D,,,,,,
1124,"Deaver, Jeffery",The Blue Nowhere,15,"UK 1st edn HB, Hodder & Stoughton 2001. Signed by Author to title page. VG/VG. Light rubbing to edges only.",Y,1,,3.5,Hard Cover,,Signed by Author,Hodder & Stoughton,First Edition,VG,VG,0340767502,UK,2001,,D,,,,,,
1147,"Deaver, Jeffery",Garden of Beasts,22.24,"UK Advance Reading Copy 1/1 TPB. Hodder & Stoughton 2004. Signed by Author to fep. VG condition, well read with light creasing to spine, lean & couple of cracks to internal bind although all tight and complete.",Y,1,,2,Trade Paperback,,Signed by Author,Hodder & Stoughton,First Edition,VG,No Jacket,0340734531,UK,2004,,Y,22.24,,,,,
1166,"Deaver, Jeffery",More Twisted,19.99,"UK 1/1 HB, Hodder & Stoughton 2006. Signed by Author to title page. VG/VG, light rubbing to edges and gentle wear only.",Y,1,,1,Hard Cover,,Signed by Author,Hodder & Stoughton,First Edition,VG,VG,9780340933855,UK,2006,,Y,19.99,,,,,
1241,"Deaver, Jeffery",The Cold Moon,22.24,"UK 1/1 HB, Hodder & Stoughton 2006. Signed by author to title page. F/F. ",Y,1,,3.95,Hard Cover,,Signed by Author,Hodder & Stoughton,First Edition,F,F,0340833815,UK,2006,,Y,22.24,,,,,
1354,"Deaver, Jeffery",Speaking in tongues,32.24,"UK 1/1 HB, Hodder and Stoughton 1995. Signed by Jeffery Deaver to title page. VG/VG, light wear to edges of DJ.",Y,1,,2.5,Hard Cover,,,Hodder & Stoughton,First Edition,VG,VG,0340628081,UK,1995,,Y,32.24,,,,,
678,"Denby, Joolz",Corazon,28,"UK 1/1 PBO, Harper Collins 2001.VG condition, light rubbing & bumping.",Y,1,,2.99,Trade Paperback,,,Harper Collins,First Edition,VG,No Jacket,0002261049,UK,2001,,Y,28,,,,,
806,"Dexter, Colin",The wench is dead,22.5,"USA 1/1 HB St Martins, 1990. VG/VG. Rubbing to edges, light staining to fep and light marking from where dj was glued to fep and rep. ",Y,1,,1.99,Hard Cover,,,St Martin's Press,First Edition,VG,VG,031204445,USA,1990,,Y,22.24,,,,,
135,"Eddy, Paul",Flint,14,"1st UK HB, Headline, 2000, Vg/VG. Lightly rubbed to edges, a couple of light stains to rep.",Y,1,,3,Hard Cover,,,Headline,First Edition,Very Good,Very Good,747271143,UK,2000,,N,,,,,,
154,"Eddy, Paul",Flint,14,"UK 1st HB, Headline 2000. (VG/VG). Light bumping and rubbing to edges. ",Y,1,,0.4,Hard Cover,,,Headline,First Edition,Very Good,Very Good,747271143,UK,2000,,N,,,,,,
224,"Eddy, Paul",Mandrake,15,"UK 1st Edn HB, Headline 2002. Fine/Fine with the original wraparound band.",Y,1,,7.99,Hard Cover,,,Headline,First Edition,Fine,Fine,074727116x,UK,2002,,Y,15,,,,,
239,"Eddy, Paul",Flint,8,UK Advanced Reading Copy for paperback issue of Flint Headline 2001. Fine,Y,1,,2,Mass Market Paperback,ARC,,Headline,First Paperback Edition,Fine,No Jacket,747264244,UK,2001,,Y,4.99,,,,,
840,"Eddy, Paul",Flint's Code,7.25,"UK Uncorrected Proof, Headline 2006. Rubbing to edges and light crease to cover and spine.",Y,1,,1.2,Trade Paperback,Proof,,Headline,First Edition,VG,VG,0755301374,UK,2006,,Y,7.24,,,,,
1245,"Eddy, Paul",Flint's Code,18,"UK Uncorrected Proof, Headline 2006. F condition",Y,1,,2.95,Hard Cover,Proof,,Headline,First Edition,F,No Jacket,0755301374,UK,2006,,N,,,,,,
1574,"Eddy, Paul",Mandrake,14.98,"UK 1/1 HB, Headline 2002. Signed by Paul Eddy to title page. F/F, light shelfwear only. With original publishers wraparound band",Y,1,,10,Hard Cover,,Signed by Author,Headline,First Edition,Fine,Fine,074727116x,UK,2002,,Y,14.98,,,,,
1575,"Eddy, Paul",Flint's code,12.24,"UK 1/1 HB, Headline 2006. Signed by Paul Eddy to title page. F/F.",Y,1,,5.95,Hard Cover,,Signed by Author,Headline,First Edition,Fine,Fine,0755301374,UK,2006,,Y,12.24,,,,,
1584,"Eddy, Paul",Flint ,12.24,"UK 1/1 HB, Headline 2000. VG/VG, light shelfwear only",Y,1,,2,Hard Cover,,,Headline,First Edition,VG,VG,0747271143,UK,2000,,Y,12.24,,,,,
1256,"Ellory, Roger Jon",Candlemoth,17.24,"UK 1/1 HB, Orion 2003. Nr F / Nr F condition. Debut novel",Y,1,,0.49,Hard Cover,,,Orion,First Edition,F,F,0752856669,UK,2003,,Y,17.24,,,,,
1648,"Ellory, Roger Jon",Candlemoth,17.24,"UK 1/1 HB, Orion 2003. Nr F / Nr F condition. Debut novel",Y,1,,1.6,Hard Cover,,,Orion,First Edition,Fine,Fine,0752856669,UK,2003,,D,,,,,,
1650,"Ellory, Roger Jon",A Quiet Vendetta,20.2,"UK 1/1 HB, Orion 2005. F / F condition.",Y,1,,2,Hard Cover,,,Orion,First Edition,Fine,Fine,0752860607,UK,2005,,Y,20.2,,,,,
1658,"Ellory, Roger Jon",Ghostheart,14.7,"UK 1/1 HB, Orion 2004. F/F condition, lightest shelfwear to DJ edges only",Y,1,,2.4,Hard Cover,,,Orion,First Edition,Fine,Fine,0752860593,UK,2004,Columbia,Y,14.7,,,,,
597,"Evanovich, Janet",Hot Six,7.23,"UK Uncorrected Proof, Macmillan 2000. Trade PB with card wraps as issued. Slight lean & light creasing to spine & rubbing to edges.",Y,1,,0.99,Trade Paperback,Proof,,Macmillan,First Edition,VG,No Jacket,0333740262,UK,2000,,Y,7.23,,,,,
788,"Evanovich, Janet",Metro Girl,7.24,UK Uncorrected Proof Harper Collins 2004. Fine,Y,1,,0,Trade Paperback,Proof,,Harper Collins,First Edition,VG,No Jacket,000717621x,UK,2004,,Y,7.24,,,,,
1288,"Evanovich, Janet",One for the money,17.24,"UK 1/1 PBO, Hamish Hamilton 1995. Fine condition, very light handling wear only. Debut in the popular Stephanie Plum series",Y,1,,0.8,Trade Paperback,,,Hamish Hamilton,First Edition,F,No Jacket,0241134803,UK,1996,,Y,17.24,,,,,
1292,"Evanovich, Janet",Two for the dough,12.24,"UK 1/1 HB, Hamish Hamilton 1996. Nr F/ Nr F condition. Light yellowing of pages, common to this age of Hamish Hamilton books, light rubbing to edges",Y,1,,1.99,Hard Cover,,,Hamish Hamilton,First Edition,Nr F,Nr F,024113482x,UK,1996,,Y,12.24,,,,,
1562,"Evanovich, Janet",Metro Girl,7.24,"UK 1/1 HB, Harper Collins 2004. F/F, lightest of shelfwear",Y,1,,2,Hard Cover,,,Harper Collins,First Edition,Fine,Fine,000717621x,UK,2004,,Y,7.24,,,,,
1563,"Evanovich, Janet",Ten big ones,7.24,"UK 1/1 HB, Headline 2004. F/F, lightest shelfwear only",Y,1,,9.99,Hard Cover,,,Headline,First Edition,Fine,Fine,0755302486,UK,2004,,Y,7.24,,,,,
1564,"Evanovich, Janet",Lean mean thirteen,7.24,"UK 1/1 HB, Headline 2007. VG/VG, light shelfwear and minor mark to rear bottom edge of DJ. ",Y,1,,1,Hard Cover,,,Headline,First Edition,VG,VG,9780755337569,UK,2007,,Y,7.24,,,,,
1565,"Evanovich, Janet",hot six,17.24,"UK 1/1 HB, Headline 2000. Signed by Author to title page. VG/VG, light shelfwear",Y,1,,2,Hard Cover,,Signed by Author,Macmillan,First Edition,VG,VG,0333740262,UK,2000,,Y,17.24,,,,,
1566,"Evanovich, Janet",Seven up,7.24,"UK 1/1 HB, Headline 2001. VG/VG, light shelfwear and v slight lean",Y,1,,2,Hard Cover,,,Headline,First Edition,VG,VG,0747269564,UK,2001,,Y,7.24,,,,,
1567,"Evanovich, Janet",Hard eight,7.24,"UK 1/1 HB, Headline 2002. VG/VG, light shelfwear only",Y,1,,1,Hard Cover,,,Headline,First Edition,VG,VG,0747269572,UK,2002,,Y,7.24,,,,,
1568,"Evanovich, Janet",to the nines,7.24,"UK 1/1 HB, Headline 2003. F/VG, light wear to DJ edges",Y,1,,9,Hard Cover,,,Headline,First Edition,VG,VG,0747269580,UK,2003,,Y,7.24,,,,,
1580,"Evanovich, Janet",Four to score,12.24,"UK 1/1HB, Macmillan 1998. F/F, light shelfwear.",Y,1,,4.99,Hard Cover,,,Macmillan,First Edition,Fine,Fine,0333740246,UK,1998,,Y,12.24,,,,,
1582,"Evanovich, Janet",high five,9.24,"UK 1/1HB, Macmillan 1999. VG/VG, light wear and v slight lean",Y,1,,1.99,Hard Cover,,,Macmillan,First Edition,VG,VG,0333740254,UK,1999,,Y,9.24,,,,,
1595,"Evanovich, Janet",Three to get deadly,17.24,"UK 1/1 HB, Hamish Hamilton 1997. F/F, lightest of shelfwear and penguin stamp on based of page block",Y,1,,4.51,Hard Cover,,,Hamish Hamilton,First Edition,Fine,Fine,0241136563,UK,1997,,Y,17.24,,,,,
1601,"Evanovich, Janet",One for the money,17.24,"UK 1/1 PBO, Hamish Hamilton 1995. Debut novel, first in Stephanie Plum series. VG+ condition, v light wear to edges and spine.",Y,1,,6.59,Trade Paperback,,,Hamish Hamilton,First Edition,VG,No Jacket,0241134803,UK,1995,,D,,,,,,
1602,"Evanovich, Janet",Two for the dough,12.24,"UK 1/1 HB, Hamish Hamilton 1996. VG/VG condition. Light yellowing of pages, common to this age of Hamish Hamilton books, light rubbing to edges.",Y,1,,13,Hard Cover,,,Hamish Hamilton,First Edition,VG,VG,024113482x,UK,1996,,D,,,,,,
1581,"Evans, Liz",Sick as a parrot,12.24,"UK uncorrected proof copy, Orion 2004. Trade paperback format with pub details to rear of blue card covers. Fine condition",Y,1,,0,Trade Paperback,Proof,,Orion,First Edition,Fine,No Jacket,0752859811,UK,2004,,Y,12.24,,,,,
1604,"Evans, Liz",Barking,17.24,"UK uncorrected proof copy, Orion 2001. Trade paperback format with pub details to rear of orange card covers. Fine condition",Y,1,,4.6,Trade Paperback,Proof,,Orion,First Edition,Fine,No Jacket,0752825402,UK,2001,,Y,17.24,,,,,
968,"Fairstein, Linda",Final Jeopardy,25,"UK 1/1 HB, Little, Brown 1996.F/VG condition, DJ is pc, 3 v light creases to dj front edge - production fault. Debut novel",Y,1,,1.25,Hard Cover,,,Little Brown,First Edition,F,VG,0316880086,UK,1996,,,,,,,,
